barrio,dia,hora,cantidad
BELGRANO,Sunday,165,80
BELGRANO,Sunday,166,46
BELGRANO,Sunday,167,53
BELGRANO,Wednesday,48,19
BELGRANO,Wednesday,49,10
BELGRANO,Wednesday,50,2
BELGRANO,Wednesday,51,4
BELGRANO,Wednesday,52,0
BELGRANO,Wednesday,53,4
BELGRANO,Wednesday,54,5
BELGRANO,Wednesday,55,20
BELGRANO,Wednesday,56,68
BELGRANO,Wednesday,57,95
BELGRANO,Wednesday,58,93
BELGRANO,Wednesday,59,133
BELGRANO,Wednesday,60,139
BELGRANO,Wednesday,61,119
BELGRANO,Wednesday,62,140
BELGRANO,Wednesday,63,144
BELGRANO,Wednesday,64,132
BELGRANO,Wednesday,65,121
BELGRANO,Wednesday,66,150
BELGRANO,Wednesday,67,100
BELGRANO,Wednesday,68,61
BELGRANO,Wednesday,69,45
BELGRANO,Wednesday,70,39
BELGRANO,Wednesday,71,39
CABALLITO,Friday,96,18
CABALLITO,Friday,97,17
CABALLITO,Friday,98,5
CABALLITO,Friday,99,7
CABALLITO,Friday,100,2
CABALLITO,Friday,101,1
CABALLITO,Friday,102,3
CABALLITO,Friday,103,48
CABALLITO,Friday,104,64
CABALLITO,Friday,105,92
CABALLITO,Friday,106,71
CABALLITO,Friday,107,54
CABALLITO,Friday,108,103
CABALLITO,Friday,109,105
CABALLITO,Friday,110,112
CABALLITO,Friday,111,84
CABALLITO,Friday,112,91
CABALLITO,Friday,113,124
CABALLITO,Friday,114,101
CABALLITO,Friday,115,86
CABALLITO,Friday,116,77
CABALLITO,Friday,117,65
CABALLITO,Friday,118,64
CABALLITO,Friday,119,41
CABALLITO,Monday,0,17
CABALLITO,Monday,1,17
CABALLITO,Monday,2,0
CABALLITO,Monday,3,4
CABALLITO,Monday,4,0
CABALLITO,Monday,5,1
CABALLITO,Monday,6,0
CABALLITO,Monday,7,9
CABALLITO,Monday,8,45
CABALLITO,Monday,9,84
CABALLITO,Monday,10,68
CABALLITO,Monday,11,75
CABALLITO,Monday,12,68
CABALLITO,Monday,13,102
CABALLITO,Monday,14,88
CABALLITO,Monday,15,95
CABALLITO,Monday,16,103
CABALLITO,Monday,17,114
CABALLITO,Monday,18,107
CABALLITO,Monday,19,85
CABALLITO,Monday,20,59
CABALLITO,Monday,21,55
CABALLITO,Monday,22,35
CABALLITO,Monday,23,27
CABALLITO,Tuesday,24,21
CABALLITO,Tuesday,25,8
CABALLITO,Tuesday,26,7
CABALLITO,Tuesday,27,2
CABALLITO,Tuesday,28,1
CABALLITO,Tuesday,29,0
CABALLITO,Tuesday,30,5
CABALLITO,Tuesday,31,19
CABALLITO,Tuesday,32,53
CABALLITO,Tuesday,33,77
CABALLITO,Tuesday,34,85
CABALLITO,Tuesday,35,60
CABALLITO,Tuesday,36,71
CABALLITO,Tuesday,37,130
CABALLITO,Tuesday,38,117
CABALLITO,Tuesday,39,93
CABALLITO,Tuesday,40,95
CABALLITO,Tuesday,41,131
CABALLITO,Tuesday,42,113
CABALLITO,Tuesday,43,94
CABALLITO,Tuesday,44,65
CABALLITO,Tuesday,45,55
CABALLITO,Tuesday,46,39
CABALLITO,Tuesday,47,30
CABALLITO,Saturday,120,37
CABALLITO,Saturday,121,11
CABALLITO,Saturday,122,5
CABALLITO,Saturday,123,8
CABALLITO,Saturday,124,2
CABALLITO,Saturday,125,1
CABALLITO,Saturday,126,2
CABALLITO,Saturday,127,8
CABALLITO,Saturday,128,31
CABALLITO,Saturday,129,30
CABALLITO,Saturday,130,45
CABALLITO,Saturday,131,93
CABALLITO,Saturday,132,106
CABALLITO,Saturday,133,87
CABALLITO,Saturday,134,73
CABALLITO,Saturday,135,65
CABALLITO,Saturday,136,66
CABALLITO,Saturday,137,56
CABALLITO,Saturday,138,78
CABALLITO,Saturday,139,58
CABALLITO,Saturday,140,44
CABALLITO,Saturday,141,52
CABALLITO,Saturday,142,39
CABALLITO,Saturday,143,28
CABALLITO,Thursday,72,21
CABALLITO,Thursday,73,18
CABALLITO,Thursday,74,13
CABALLITO,Thursday,75,2
CABALLITO,Thursday,76,0
CABALLITO,Thursday,77,1
CABALLITO,Thursday,78,2
CABALLITO,Thursday,79,31
CABALLITO,Thursday,80,65
CABALLITO,Thursday,81,111
CABALLITO,Thursday,82,111
CABALLITO,Thursday,83,68
CABALLITO,Thursday,84,88
CABALLITO,Thursday,85,105
CABALLITO,Thursday,86,117
CABALLITO,Thursday,87,83
CABALLITO,Thursday,88,107
CABALLITO,Thursday,89,115
CABALLITO,Thursday,90,112
CABALLITO,Thursday,91,101
CABALLITO,Thursday,92,108
CABALLITO,Thursday,93,63
CABALLITO,Thursday,94,34
CABALLITO,Thursday,95,29
CABALLITO,Sunday,144,17
CABALLITO,Sunday,145,15
CABALLITO,Sunday,146,11
CABALLITO,Sunday,147,7
CABALLITO,Sunday,148,5
CABALLITO,Sunday,149,0
CABALLITO,Sunday,150,1
CABALLITO,Sunday,151,3
CABALLITO,Sunday,152,13
CABALLITO,Sunday,153,28
CABALLITO,Sunday,154,42
CABALLITO,Sunday,155,78
CABALLITO,Sunday,156,54
CABALLITO,Sunday,157,61
CABALLITO,Sunday,158,44
CABALLITO,Sunday,159,40
CABALLITO,Sunday,160,46
CABALLITO,Sunday,161,65
CABALLITO,Sunday,162,63
CABALLITO,Sunday,163,68
CABALLITO,Sunday,164,51
CABALLITO,Sunday,165,47
CABALLITO,Sunday,166,20
CABALLITO,Sunday,167,19
CABALLITO,Wednesday,48,24
CABALLITO,Wednesday,49,12
CABALLITO,Wednesday,50,9
CABALLITO,Wednesday,51,3
CABALLITO,Wednesday,52,0
CABALLITO,Wednesday,53,3
CABALLITO,Wednesday,54,10
CABALLITO,Wednesday,55,22
CABALLITO,Wednesday,56,64
CABALLITO,Wednesday,57,97
CABALLITO,Wednesday,58,75
CABALLITO,Wednesday,59,80
CABALLITO,Wednesday,60,104
CABALLITO,Wednesday,61,96
CABALLITO,Wednesday,62,118
CABALLITO,Wednesday,63,97
CABALLITO,Wednesday,64,105
CABALLITO,Wednesday,65,87
CABALLITO,Wednesday,66,112
CABALLITO,Wednesday,67,114
CABALLITO,Wednesday,68,65
CABALLITO,Wednesday,69,72
CABALLITO,Wednesday,70,41
CABALLITO,Wednesday,71,34
ALMAGRO,Friday,96,19
ALMAGRO,Friday,97,12
ALMAGRO,Friday,98,3
ALMAGRO,Friday,99,1
ALMAGRO,Friday,100,1
ALMAGRO,Friday,101,0
ALMAGRO,Friday,102,1
ALMAGRO,Friday,103,13
ALMAGRO,Friday,104,39
ALMAGRO,Friday,105,66
ALMAGRO,Friday,106,69
ALMAGRO,Friday,107,86
ALMAGRO,Friday,108,83
ALMAGRO,Friday,109,81
ALMAGRO,Friday,110,63
ALMAGRO,Friday,111,56
ALMAGRO,Friday,112,49
ALMAGRO,Friday,113,70
ALMAGRO,Friday,114,49
ALMAGRO,Friday,115,41
ALMAGRO,Friday,116,30
ALMAGRO,Friday,117,35
ALMAGRO,Friday,118,32
ALMAGRO,Friday,119,16
ALMAGRO,Monday,0,10
ALMAGRO,Monday,1,7
ALMAGRO,Monday,2,0
ALMAGRO,Monday,3,4
ALMAGRO,Monday,4,0
ALMAGRO,Monday,5,0
ALMAGRO,Monday,6,6
ALMAGRO,Monday,7,19
ALMAGRO,Monday,8,31
ALMAGRO,Monday,9,46
ALMAGRO,Monday,10,59
ALMAGRO,Monday,11,119
ALMAGRO,Monday,12,60
ALMAGRO,Monday,13,60
ALMAGRO,Monday,14,76
ALMAGRO,Monday,15,69
ALMAGRO,Monday,16,37
ALMAGRO,Monday,17,40
ALMAGRO,Monday,18,71
ALMAGRO,Monday,19,33
ALMAGRO,Monday,20,48
ALMAGRO,Monday,21,28
ALMAGRO,Monday,22,25
ALMAGRO,Monday,23,15
ALMAGRO,Tuesday,24,7
ALMAGRO,Tuesday,25,5
ALMAGRO,Tuesday,26,4
ALMAGRO,Tuesday,27,0
ALMAGRO,Tuesday,28,2
ALMAGRO,Tuesday,29,0
ALMAGRO,Tuesday,30,2
ALMAGRO,Tuesday,31,6
ALMAGRO,Tuesday,32,38
ALMAGRO,Tuesday,33,54
ALMAGRO,Tuesday,34,71
ALMAGRO,Tuesday,35,57
ALMAGRO,Tuesday,36,73
ALMAGRO,Tuesday,37,72
ALMAGRO,Tuesday,38,78
ALMAGRO,Tuesday,39,42
ALMAGRO,Tuesday,40,68
ALMAGRO,Tuesday,41,71
ALMAGRO,Tuesday,42,63
ALMAGRO,Tuesday,43,38
ALMAGRO,Tuesday,44,30
ALMAGRO,Tuesday,45,23
ALMAGRO,Tuesday,46,20
ALMAGRO,Tuesday,47,14
ALMAGRO,Saturday,120,11
ALMAGRO,Saturday,121,10
ALMAGRO,Saturday,122,2
ALMAGRO,Saturday,123,4
ALMAGRO,Saturday,124,2
ALMAGRO,Saturday,125,1
ALMAGRO,Saturday,126,5
ALMAGRO,Saturday,127,6
ALMAGRO,Saturday,128,10
ALMAGRO,Saturday,129,19
ALMAGRO,Saturday,130,54
ALMAGRO,Saturday,131,99
ALMAGRO,Saturday,132,63
ALMAGRO,Saturday,133,38
ALMAGRO,Saturday,134,38
ALMAGRO,Saturday,135,42
ALMAGRO,Saturday,136,38
ALMAGRO,Saturday,137,42
ALMAGRO,Saturday,138,33
ALMAGRO,Saturday,139,31
ALMAGRO,Saturday,140,22
ALMAGRO,Saturday,141,23
ALMAGRO,Saturday,142,31
ALMAGRO,Saturday,143,11
ALMAGRO,Thursday,72,13
ALMAGRO,Thursday,73,5
ALMAGRO,Thursday,74,2
ALMAGRO,Thursday,75,0
ALMAGRO,Thursday,76,0
ALMAGRO,Thursday,77,1
ALMAGRO,Thursday,78,4
ALMAGRO,Thursday,79,8
ALMAGRO,Thursday,80,36
ALMAGRO,Thursday,81,83
ALMAGRO,Thursday,82,85
ALMAGRO,Thursday,83,97
ALMAGRO,Thursday,84,69
ALMAGRO,Thursday,85,71
ALMAGRO,Thursday,86,67
ALMAGRO,Thursday,87,54
ALMAGRO,Thursday,88,45
ALMAGRO,Thursday,89,50
ALMAGRO,Thursday,90,65
ALMAGRO,Thursday,91,43
ALMAGRO,Thursday,92,47
ALMAGRO,Thursday,93,21
ALMAGRO,Thursday,94,21
ALMAGRO,Thursday,95,24
ALMAGRO,Sunday,144,12
ALMAGRO,Sunday,145,16
ALMAGRO,Sunday,146,9
ALMAGRO,Sunday,147,3
ALMAGRO,Sunday,148,1
ALMAGRO,Sunday,149,0
ALMAGRO,Sunday,150,2
ALMAGRO,Sunday,151,3
ALMAGRO,Sunday,152,2
ALMAGRO,Sunday,153,12
ALMAGRO,Sunday,154,19
ALMAGRO,Sunday,155,14
ALMAGRO,Sunday,156,44
ALMAGRO,Sunday,157,27
ALMAGRO,Sunday,158,36
ALMAGRO,Sunday,159,27
ALMAGRO,Sunday,160,23
ALMAGRO,Sunday,161,23
ALMAGRO,Sunday,162,23
ALMAGRO,Sunday,163,17
ALMAGRO,Sunday,164,16
ALMAGRO,Sunday,165,12
ALMAGRO,Sunday,166,27
ALMAGRO,Sunday,167,22
ALMAGRO,Wednesday,48,17
ALMAGRO,Wednesday,49,13
ALMAGRO,Wednesday,50,4
ALMAGRO,Wednesday,51,4
ALMAGRO,Wednesday,52,0
ALMAGRO,Wednesday,53,0
ALMAGRO,Wednesday,54,4
ALMAGRO,Wednesday,55,8
ALMAGRO,Wednesday,56,32
ALMAGRO,Wednesday,57,58
ALMAGRO,Wednesday,58,62
ALMAGRO,Wednesday,59,68
ALMAGRO,Wednesday,60,93
ALMAGRO,Wednesday,61,95
ALMAGRO,Wednesday,62,64
ALMAGRO,Wednesday,63,78
ALMAGRO,Wednesday,64,53
ALMAGRO,Wednesday,65,61
ALMAGRO,Wednesday,66,56
ALMAGRO,Wednesday,67,38
ALMAGRO,Wednesday,68,53
ALMAGRO,Wednesday,69,40
ALMAGRO,Wednesday,70,18
ALMAGRO,Wednesday,71,10
VILLA DEVOTO,Friday,96,10
VILLA DEVOTO,Friday,97,11
VILLA DEVOTO,Friday,98,7
VILLA DEVOTO,Friday,99,5
VILLA DEVOTO,Friday,100,1
VILLA DEVOTO,Friday,101,2
VILLA DEVOTO,Friday,102,12
VILLA DEVOTO,Friday,103,10
VILLA DEVOTO,Friday,104,27
VILLA DEVOTO,Friday,105,29
VILLA DEVOTO,Friday,106,37
VILLA DEVOTO,Friday,107,44
VILLA DEVOTO,Friday,108,84
VILLA DEVOTO,Friday,109,57
VILLA DEVOTO,Friday,110,43
VILLA DEVOTO,Friday,111,65
VILLA DEVOTO,Friday,112,70
VILLA DEVOTO,Friday,113,49
VILLA DEVOTO,Friday,114,58
VILLA DEVOTO,Friday,115,51
VILLA DEVOTO,Friday,116,46
VILLA DEVOTO,Friday,117,35
VILLA DEVOTO,Friday,118,33
VILLA DEVOTO,Friday,119,24
VILLA DEVOTO,Monday,0,7
VILLA DEVOTO,Monday,1,11
VILLA DEVOTO,Monday,2,0
VILLA DEVOTO,Monday,3,3
VILLA DEVOTO,Monday,4,0
VILLA DEVOTO,Monday,5,0
VILLA DEVOTO,Monday,6,3
VILLA DEVOTO,Monday,7,7
VILLA DEVOTO,Monday,8,36
VILLA DEVOTO,Monday,9,23
VILLA DEVOTO,Monday,10,31
VILLA DEVOTO,Monday,11,31
VILLA DEVOTO,Monday,12,59
VILLA DEVOTO,Monday,13,40
VILLA DEVOTO,Monday,14,41
VILLA DEVOTO,Monday,15,44
VILLA DEVOTO,Monday,16,58
VILLA DEVOTO,Monday,17,49
VILLA DEVOTO,Monday,18,43
VILLA DEVOTO,Monday,19,53
VILLA DEVOTO,Monday,20,36
VILLA DEVOTO,Monday,21,33
VILLA DEVOTO,Monday,22,28
VILLA DEVOTO,Monday,23,14
VILLA DEVOTO,Tuesday,24,13
VILLA DEVOTO,Tuesday,25,4
VILLA DEVOTO,Tuesday,26,11
VILLA DEVOTO,Tuesday,27,2
VILLA DEVOTO,Tuesday,28,0
VILLA DEVOTO,Tuesday,29,0
VILLA DEVOTO,Tuesday,30,4
VILLA DEVOTO,Tuesday,31,15
VILLA DEVOTO,Tuesday,32,22
VILLA DEVOTO,Tuesday,33,34
VILLA DEVOTO,Tuesday,34,43
VILLA DEVOTO,Tuesday,35,55
VILLA DEVOTO,Tuesday,36,49
VILLA DEVOTO,Tuesday,37,54
VILLA DEVOTO,Tuesday,38,56
VILLA DEVOTO,Tuesday,39,28
VILLA DEVOTO,Tuesday,40,89
VILLA DEVOTO,Tuesday,41,57
VILLA DEVOTO,Tuesday,42,28
VILLA DEVOTO,Tuesday,43,48
VILLA DEVOTO,Tuesday,44,48
VILLA DEVOTO,Tuesday,45,31
VILLA DEVOTO,Tuesday,46,26
VILLA DEVOTO,Tuesday,47,15
VILLA DEVOTO,Saturday,120,23
VILLA DEVOTO,Saturday,121,7
VILLA DEVOTO,Saturday,122,12
VILLA DEVOTO,Saturday,123,3
VILLA DEVOTO,Saturday,124,0
VILLA DEVOTO,Saturday,125,4
VILLA DEVOTO,Saturday,126,0
VILLA DEVOTO,Saturday,127,5
VILLA DEVOTO,Saturday,128,14
VILLA DEVOTO,Saturday,129,20
VILLA DEVOTO,Saturday,130,26
VILLA DEVOTO,Saturday,131,27
VILLA DEVOTO,Saturday,132,43
VILLA DEVOTO,Saturday,133,38
VILLA DEVOTO,Saturday,134,28
VILLA DEVOTO,Saturday,135,37
VILLA DEVOTO,Saturday,136,39
VILLA DEVOTO,Saturday,137,39
VILLA DEVOTO,Saturday,138,36
VILLA DEVOTO,Saturday,139,34
VILLA DEVOTO,Saturday,140,46
VILLA DEVOTO,Saturday,141,38
VILLA DEVOTO,Saturday,142,22
VILLA DEVOTO,Saturday,143,9
VILLA DEVOTO,Thursday,72,13
VILLA DEVOTO,Thursday,73,10
VILLA DEVOTO,Thursday,74,19
VILLA DEVOTO,Thursday,75,2
VILLA DEVOTO,Thursday,76,0
VILLA DEVOTO,Thursday,77,0
VILLA DEVOTO,Thursday,78,13
VILLA DEVOTO,Thursday,79,9
VILLA DEVOTO,Thursday,80,25
VILLA DEVOTO,Thursday,81,29
VILLA DEVOTO,Thursday,82,37
VILLA DEVOTO,Thursday,83,53
VILLA DEVOTO,Thursday,84,52
VILLA DEVOTO,Thursday,85,72
VILLA DEVOTO,Thursday,86,37
VILLA DEVOTO,Thursday,87,41
VILLA DEVOTO,Thursday,88,54
VILLA DEVOTO,Thursday,89,72
VILLA DEVOTO,Thursday,90,41
VILLA DEVOTO,Thursday,91,42
VILLA DEVOTO,Thursday,92,61
VILLA DEVOTO,Thursday,93,31
VILLA DEVOTO,Thursday,94,25
VILLA DEVOTO,Thursday,95,17
VILLA DEVOTO,Sunday,144,12
VILLA DEVOTO,Sunday,145,17
VILLA DEVOTO,Sunday,146,3
VILLA DEVOTO,Sunday,147,3
VILLA DEVOTO,Sunday,148,1
VILLA DEVOTO,Sunday,149,1
VILLA DEVOTO,Sunday,150,1
VILLA DEVOTO,Sunday,151,1
VILLA DEVOTO,Sunday,152,3
VILLA DEVOTO,Sunday,153,11
VILLA DEVOTO,Sunday,154,20
VILLA DEVOTO,Sunday,155,12
VILLA DEVOTO,Sunday,156,21
VILLA DEVOTO,Sunday,157,21
VILLA DEVOTO,Sunday,158,12
VILLA DEVOTO,Sunday,159,36
VILLA DEVOTO,Sunday,160,40
VILLA DEVOTO,Sunday,161,51
VILLA DEVOTO,Sunday,162,23
VILLA DEVOTO,Sunday,163,27
VILLA DEVOTO,Sunday,164,47
VILLA DEVOTO,Sunday,165,15
VILLA DEVOTO,Sunday,166,21
VILLA DEVOTO,Sunday,167,18
VILLA DEVOTO,Wednesday,48,15
VILLA DEVOTO,Wednesday,49,5
VILLA DEVOTO,Wednesday,50,0
VILLA DEVOTO,Wednesday,51,1
VILLA DEVOTO,Wednesday,52,0
VILLA DEVOTO,Wednesday,53,2
VILLA DEVOTO,Wednesday,54,7
VILLA DEVOTO,Wednesday,55,5
VILLA DEVOTO,Wednesday,56,30
VILLA DEVOTO,Wednesday,57,24
VILLA DEVOTO,Wednesday,58,22
VILLA DEVOTO,Wednesday,59,38
VILLA DEVOTO,Wednesday,60,53
VILLA DEVOTO,Wednesday,61,61
VILLA DEVOTO,Wednesday,62,51
VILLA DEVOTO,Wednesday,63,45
VILLA DEVOTO,Wednesday,64,42
VILLA DEVOTO,Wednesday,65,57
VILLA DEVOTO,Wednesday,66,27
VILLA DEVOTO,Wednesday,67,47
VILLA DEVOTO,Wednesday,68,53
VILLA DEVOTO,Wednesday,69,26
VILLA DEVOTO,Wednesday,70,28
VILLA DEVOTO,Wednesday,71,22
NUÑEZ,Friday,96,12
NUÑEZ,Friday,97,10
NUÑEZ,Friday,98,1
NUÑEZ,Friday,99,2
NUÑEZ,Friday,100,1
NUÑEZ,Friday,101,0
NUÑEZ,Friday,102,3
NUÑEZ,Friday,103,13
NUÑEZ,Friday,104,33
NUÑEZ,Friday,105,48
NUÑEZ,Friday,106,36
NUÑEZ,Friday,107,41
NUÑEZ,Friday,108,40
NUÑEZ,Friday,109,58
NUÑEZ,Friday,110,48
NUÑEZ,Friday,111,44
NUÑEZ,Friday,112,66
NUÑEZ,Friday,113,48
NUÑEZ,Friday,114,38
NUÑEZ,Friday,115,29
NUÑEZ,Friday,116,32
NUÑEZ,Friday,117,28
NUÑEZ,Friday,118,32
NUÑEZ,Friday,119,36
NUÑEZ,Monday,0,15
NUÑEZ,Monday,1,10
NUÑEZ,Monday,2,0
NUÑEZ,Monday,3,2
NUÑEZ,Monday,4,0
NUÑEZ,Monday,5,3
NUÑEZ,Monday,6,4
NUÑEZ,Monday,7,5
NUÑEZ,Monday,8,23
NUÑEZ,Monday,9,39
NUÑEZ,Monday,10,36
NUÑEZ,Monday,11,37
NUÑEZ,Monday,12,53
NUÑEZ,Monday,13,39
NUÑEZ,Monday,14,63
NUÑEZ,Monday,15,30
NUÑEZ,Monday,16,55
NUÑEZ,Monday,17,46
NUÑEZ,Monday,18,45
NUÑEZ,Monday,19,32
NUÑEZ,Monday,20,36
NUÑEZ,Monday,21,14
NUÑEZ,Monday,22,21
NUÑEZ,Monday,23,27
NUÑEZ,Tuesday,24,18
NUÑEZ,Tuesday,25,4
NUÑEZ,Tuesday,26,0
NUÑEZ,Tuesday,27,0
NUÑEZ,Tuesday,28,0
NUÑEZ,Tuesday,29,0
NUÑEZ,Tuesday,30,1
NUÑEZ,Tuesday,31,6
NUÑEZ,Tuesday,32,19
NUÑEZ,Tuesday,33,40
NUÑEZ,Tuesday,34,43
NUÑEZ,Tuesday,35,37
NUÑEZ,Tuesday,36,41
NUÑEZ,Tuesday,37,49
NUÑEZ,Tuesday,38,42
NUÑEZ,Tuesday,39,36
NUÑEZ,Tuesday,40,66
NUÑEZ,Tuesday,41,51
NUÑEZ,Tuesday,42,36
NUÑEZ,Tuesday,43,58
NUÑEZ,Tuesday,44,32
NUÑEZ,Tuesday,45,22
NUÑEZ,Tuesday,46,18
NUÑEZ,Tuesday,47,32
NUÑEZ,Saturday,120,19
NUÑEZ,Saturday,121,17
NUÑEZ,Saturday,122,7
NUÑEZ,Saturday,123,4
NUÑEZ,Saturday,124,2
NUÑEZ,Saturday,125,1
NUÑEZ,Saturday,126,0
NUÑEZ,Saturday,127,1
NUÑEZ,Saturday,128,9
NUÑEZ,Saturday,129,15
NUÑEZ,Saturday,130,23
NUÑEZ,Saturday,131,29
NUÑEZ,Saturday,132,34
NUÑEZ,Saturday,133,22
NUÑEZ,Saturday,134,33
NUÑEZ,Saturday,135,22
NUÑEZ,Saturday,136,25
NUÑEZ,Saturday,137,23
NUÑEZ,Saturday,138,22
NUÑEZ,Saturday,139,20
NUÑEZ,Saturday,140,24
NUÑEZ,Saturday,141,26
NUÑEZ,Saturday,142,21
NUÑEZ,Saturday,143,29
NUÑEZ,Thursday,72,7
NUÑEZ,Thursday,73,6
NUÑEZ,Thursday,74,2
NUÑEZ,Thursday,75,0
NUÑEZ,Thursday,76,0
NUÑEZ,Thursday,77,0
NUÑEZ,Thursday,78,1
NUÑEZ,Thursday,79,8
NUÑEZ,Thursday,80,26
NUÑEZ,Thursday,81,43
NUÑEZ,Thursday,82,30
NUÑEZ,Thursday,83,32
NUÑEZ,Thursday,84,60
NUÑEZ,Thursday,85,50
NUÑEZ,Thursday,86,56
NUÑEZ,Thursday,87,40
NUÑEZ,Thursday,88,66
NUÑEZ,Thursday,89,49
NUÑEZ,Thursday,90,55
NUÑEZ,Thursday,91,36
NUÑEZ,Thursday,92,38
NUÑEZ,Thursday,93,38
NUÑEZ,Thursday,94,68
NUÑEZ,Thursday,95,32
NUÑEZ,Sunday,144,15
NUÑEZ,Sunday,145,14
NUÑEZ,Sunday,146,5
NUÑEZ,Sunday,147,7
NUÑEZ,Sunday,148,1
NUÑEZ,Sunday,149,0
NUÑEZ,Sunday,150,0
NUÑEZ,Sunday,151,4
NUÑEZ,Sunday,152,2
NUÑEZ,Sunday,153,16
NUÑEZ,Sunday,154,18
NUÑEZ,Sunday,155,23
NUÑEZ,Sunday,156,27
NUÑEZ,Sunday,157,23
NUÑEZ,Sunday,158,27
NUÑEZ,Sunday,159,21
NUÑEZ,Sunday,160,18
NUÑEZ,Sunday,161,13
NUÑEZ,Sunday,162,29
NUÑEZ,Sunday,163,38
NUÑEZ,Sunday,164,28
NUÑEZ,Sunday,165,58
NUÑEZ,Sunday,166,62
NUÑEZ,Sunday,167,27
NUÑEZ,Wednesday,48,15
NUÑEZ,Wednesday,49,12
NUÑEZ,Wednesday,50,3
NUÑEZ,Wednesday,51,1
NUÑEZ,Wednesday,52,1
NUÑEZ,Wednesday,53,0
NUÑEZ,Wednesday,54,0
NUÑEZ,Wednesday,55,7
NUÑEZ,Wednesday,56,26
NUÑEZ,Wednesday,57,34
NUÑEZ,Wednesday,58,32
NUÑEZ,Wednesday,59,42
NUÑEZ,Wednesday,60,55
NUÑEZ,Wednesday,61,51
NUÑEZ,Wednesday,62,86
NUÑEZ,Wednesday,63,58
NUÑEZ,Wednesday,64,65
NUÑEZ,Wednesday,65,56
NUÑEZ,Wednesday,66,63
NUÑEZ,Wednesday,67,51
NUÑEZ,Wednesday,68,37
NUÑEZ,Wednesday,69,27
NUÑEZ,Wednesday,70,20
NUÑEZ,Wednesday,71,30
BALVANERA,Friday,96,8
BALVANERA,Friday,97,2
BALVANERA,Friday,98,2
BALVANERA,Friday,99,0
BALVANERA,Friday,100,1
BALVANERA,Friday,101,1
BALVANERA,Friday,102,0
BALVANERA,Friday,103,6
BALVANERA,Friday,104,30
BALVANERA,Friday,105,55
BALVANERA,Friday,106,43
BALVANERA,Friday,107,41
BALVANERA,Friday,108,53
BALVANERA,Friday,109,62
BALVANERA,Friday,110,52
BALVANERA,Friday,111,57
BALVANERA,Friday,112,49
BALVANERA,Friday,113,43
BALVANERA,Friday,114,41
BALVANERA,Friday,115,30
BALVANERA,Friday,116,17
BALVANERA,Friday,117,20
BALVANERA,Friday,118,21
BALVANERA,Friday,119,14
BALVANERA,Monday,0,1
BALVANERA,Monday,1,5
BALVANERA,Monday,2,2
BALVANERA,Monday,3,1
BALVANERA,Monday,4,0
BALVANERA,Monday,5,0
BALVANERA,Monday,6,0
BALVANERA,Monday,7,5
BALVANERA,Monday,8,37
BALVANERA,Monday,9,67
BALVANERA,Monday,10,45
BALVANERA,Monday,11,41
BALVANERA,Monday,12,53
BALVANERA,Monday,13,61
BALVANERA,Monday,14,49
BALVANERA,Monday,15,49
BALVANERA,Monday,16,46
BALVANERA,Monday,17,47
BALVANERA,Monday,18,48
BALVANERA,Monday,19,29
BALVANERA,Monday,20,19
BALVANERA,Monday,21,10
BALVANERA,Monday,22,26
BALVANERA,Monday,23,4
BALVANERA,Tuesday,24,12
BALVANERA,Tuesday,25,2
BALVANERA,Tuesday,26,0
BALVANERA,Tuesday,27,0
BALVANERA,Tuesday,28,0
BALVANERA,Tuesday,29,0
BALVANERA,Tuesday,30,0
BALVANERA,Tuesday,31,3
BALVANERA,Tuesday,32,30
BALVANERA,Tuesday,33,51
BALVANERA,Tuesday,34,50
BALVANERA,Tuesday,35,47
BALVANERA,Tuesday,36,47
BALVANERA,Tuesday,37,43
BALVANERA,Tuesday,38,65
BALVANERA,Tuesday,39,61
BALVANERA,Tuesday,40,66
BALVANERA,Tuesday,41,47
BALVANERA,Tuesday,42,34
BALVANERA,Tuesday,43,27
BALVANERA,Tuesday,44,15
BALVANERA,Tuesday,45,33
BALVANERA,Tuesday,46,22
BALVANERA,Tuesday,47,25
BALVANERA,Saturday,120,1
BALVANERA,Saturday,121,5
BALVANERA,Saturday,122,8
BALVANERA,Saturday,123,1
BALVANERA,Saturday,124,0
BALVANERA,Saturday,125,0
BALVANERA,Saturday,126,2
BALVANERA,Saturday,127,3
BALVANERA,Saturday,128,21
BALVANERA,Saturday,129,50
BALVANERA,Saturday,130,31
BALVANERA,Saturday,131,28
BALVANERA,Saturday,132,37
BALVANERA,Saturday,133,28
BALVANERA,Saturday,134,23
BALVANERA,Saturday,135,34
BALVANERA,Saturday,136,18
BALVANERA,Saturday,137,12
BALVANERA,Saturday,138,10
BALVANERA,Saturday,139,16
BALVANERA,Saturday,140,10
BALVANERA,Saturday,141,10
BALVANERA,Saturday,142,11
BALVANERA,Saturday,143,10
BALVANERA,Thursday,72,6
BALVANERA,Thursday,73,4
BALVANERA,Thursday,74,0
BALVANERA,Thursday,75,8
BALVANERA,Thursday,76,0
BALVANERA,Thursday,77,0
BALVANERA,Thursday,78,0
BALVANERA,Thursday,79,4
BALVANERA,Thursday,80,34
BALVANERA,Thursday,81,77
BALVANERA,Thursday,82,56
BALVANERA,Thursday,83,48
BALVANERA,Thursday,84,51
BALVANERA,Thursday,85,58
BALVANERA,Thursday,86,55
BALVANERA,Thursday,87,54
