barrio,dia,hora,cantidad,numero_dia
COGHLAN,Wednesday,17,4,3. Miércoles
COGHLAN,Wednesday,18,7,3. Miércoles
COGHLAN,Wednesday,19,8,3. Miércoles
COGHLAN,Wednesday,20,10,3. Miércoles
COGHLAN,Wednesday,21,4,3. Miércoles
COGHLAN,Wednesday,22,4,3. Miércoles
COGHLAN,Wednesday,23,6,3. Miércoles
VERSALLES,Friday,0,2,5. Viernes
VERSALLES,Friday,1,1,5. Viernes
VERSALLES,Friday,2,0,5. Viernes
VERSALLES,Friday,3,0,5. Viernes
VERSALLES,Friday,4,0,5. Viernes
VERSALLES,Friday,5,0,5. Viernes
VERSALLES,Friday,6,0,5. Viernes
VERSALLES,Friday,7,1,5. Viernes
VERSALLES,Friday,8,1,5. Viernes
VERSALLES,Friday,9,2,5. Viernes
VERSALLES,Friday,10,3,5. Viernes
VERSALLES,Friday,11,5,5. Viernes
VERSALLES,Friday,12,7,5. Viernes
VERSALLES,Friday,13,2,5. Viernes
VERSALLES,Friday,14,3,5. Viernes
VERSALLES,Friday,15,2,5. Viernes
VERSALLES,Friday,16,9,5. Viernes
VERSALLES,Friday,17,5,5. Viernes
VERSALLES,Friday,18,9,5. Viernes
VERSALLES,Friday,19,8,5. Viernes
VERSALLES,Friday,20,7,5. Viernes
VERSALLES,Friday,21,1,5. Viernes
VERSALLES,Friday,22,2,5. Viernes
VERSALLES,Friday,23,5,5. Viernes
VERSALLES,Monday,0,0,1. Lunes
VERSALLES,Monday,1,0,1. Lunes
VERSALLES,Monday,2,0,1. Lunes
VERSALLES,Monday,3,0,1. Lunes
VERSALLES,Monday,4,0,1. Lunes
VERSALLES,Monday,5,0,1. Lunes
VERSALLES,Monday,6,0,1. Lunes
VERSALLES,Monday,7,1,1. Lunes
VERSALLES,Monday,8,2,1. Lunes
VERSALLES,Monday,9,2,1. Lunes
VERSALLES,Monday,10,2,1. Lunes
VERSALLES,Monday,11,1,1. Lunes
VERSALLES,Monday,12,4,1. Lunes
VERSALLES,Monday,13,3,1. Lunes
VERSALLES,Monday,14,4,1. Lunes
VERSALLES,Monday,15,10,1. Lunes
VERSALLES,Monday,16,4,1. Lunes
VERSALLES,Monday,17,9,1. Lunes
VERSALLES,Monday,18,10,1. Lunes
VERSALLES,Monday,19,4,1. Lunes
VERSALLES,Monday,20,6,1. Lunes
VERSALLES,Monday,21,3,1. Lunes
VERSALLES,Monday,22,2,1. Lunes
VERSALLES,Monday,23,3,1. Lunes
VERSALLES,Tuesday,0,2,2. Martes
VERSALLES,Tuesday,1,1,2. Martes
VERSALLES,Tuesday,2,0,2. Martes
VERSALLES,Tuesday,3,0,2. Martes
VERSALLES,Tuesday,4,1,2. Martes
VERSALLES,Tuesday,5,0,2. Martes
VERSALLES,Tuesday,6,0,2. Martes
VERSALLES,Tuesday,7,0,2. Martes
VERSALLES,Tuesday,8,1,2. Martes
VERSALLES,Tuesday,9,1,2. Martes
VERSALLES,Tuesday,10,2,2. Martes
VERSALLES,Tuesday,11,4,2. Martes
VERSALLES,Tuesday,12,6,2. Martes
VERSALLES,Tuesday,13,5,2. Martes
VERSALLES,Tuesday,14,2,2. Martes
VERSALLES,Tuesday,15,5,2. Martes
VERSALLES,Tuesday,16,11,2. Martes
VERSALLES,Tuesday,17,9,2. Martes
VERSALLES,Tuesday,18,6,2. Martes
VERSALLES,Tuesday,19,14,2. Martes
VERSALLES,Tuesday,20,4,2. Martes
VERSALLES,Tuesday,21,4,2. Martes
VERSALLES,Tuesday,22,2,2. Martes
VERSALLES,Tuesday,23,2,2. Martes
VERSALLES,Saturday,0,1,6. Sabado
VERSALLES,Saturday,1,0,6. Sabado
VERSALLES,Saturday,2,1,6. Sabado
VERSALLES,Saturday,3,0,6. Sabado
VERSALLES,Saturday,4,0,6. Sabado
VERSALLES,Saturday,5,0,6. Sabado
VERSALLES,Saturday,6,0,6. Sabado
VERSALLES,Saturday,7,0,6. Sabado
VERSALLES,Saturday,8,0,6. Sabado
VERSALLES,Saturday,9,1,6. Sabado
VERSALLES,Saturday,10,3,6. Sabado
VERSALLES,Saturday,11,2,6. Sabado
VERSALLES,Saturday,12,5,6. Sabado
VERSALLES,Saturday,13,5,6. Sabado
VERSALLES,Saturday,14,2,6. Sabado
VERSALLES,Saturday,15,2,6. Sabado
VERSALLES,Saturday,16,3,6. Sabado
VERSALLES,Saturday,17,3,6. Sabado
VERSALLES,Saturday,18,3,6. Sabado
VERSALLES,Saturday,19,3,6. Sabado
VERSALLES,Saturday,20,3,6. Sabado
VERSALLES,Saturday,21,5,6. Sabado
VERSALLES,Saturday,22,3,6. Sabado
VERSALLES,Saturday,23,1,6. Sabado
VERSALLES,Thursday,0,0,4. Jueves
VERSALLES,Thursday,1,1,4. Jueves
VERSALLES,Thursday,2,0,4. Jueves
VERSALLES,Thursday,3,0,4. Jueves
VERSALLES,Thursday,4,0,4. Jueves
VERSALLES,Thursday,5,0,4. Jueves
VERSALLES,Thursday,6,0,4. Jueves
VERSALLES,Thursday,7,1,4. Jueves
VERSALLES,Thursday,8,3,4. Jueves
VERSALLES,Thursday,9,4,4. Jueves
VERSALLES,Thursday,10,4,4. Jueves
VERSALLES,Thursday,11,8,4. Jueves
VERSALLES,Thursday,12,2,4. Jueves
VERSALLES,Thursday,13,3,4. Jueves
VERSALLES,Thursday,14,4,4. Jueves
VERSALLES,Thursday,15,1,4. Jueves
VERSALLES,Thursday,16,5,4. Jueves
VERSALLES,Thursday,17,6,4. Jueves
VERSALLES,Thursday,18,6,4. Jueves
VERSALLES,Thursday,19,9,4. Jueves
VERSALLES,Thursday,20,7,4. Jueves
VERSALLES,Thursday,21,5,4. Jueves
VERSALLES,Thursday,22,1,4. Jueves
VERSALLES,Thursday,23,0,4. Jueves
VERSALLES,Sunday,0,2,7. Domingo
VERSALLES,Sunday,1,1,7. Domingo
VERSALLES,Sunday,2,1,7. Domingo
VERSALLES,Sunday,3,0,7. Domingo
VERSALLES,Sunday,4,0,7. Domingo
VERSALLES,Sunday,5,0,7. Domingo
VERSALLES,Sunday,6,0,7. Domingo
VERSALLES,Sunday,7,0,7. Domingo
VERSALLES,Sunday,8,0,7. Domingo
VERSALLES,Sunday,9,3,7. Domingo
VERSALLES,Sunday,10,2,7. Domingo
VERSALLES,Sunday,11,5,7. Domingo
VERSALLES,Sunday,12,1,7. Domingo
VERSALLES,Sunday,13,2,7. Domingo
VERSALLES,Sunday,14,3,7. Domingo
VERSALLES,Sunday,15,2,7. Domingo
VERSALLES,Sunday,16,5,7. Domingo
VERSALLES,Sunday,17,4,7. Domingo
VERSALLES,Sunday,18,4,7. Domingo
VERSALLES,Sunday,19,8,7. Domingo
VERSALLES,Sunday,20,2,7. Domingo
VERSALLES,Sunday,21,1,7. Domingo
VERSALLES,Sunday,22,4,7. Domingo
VERSALLES,Sunday,23,2,7. Domingo
VERSALLES,Wednesday,0,1,3. Miércoles
VERSALLES,Wednesday,1,0,3. Miércoles
VERSALLES,Wednesday,2,0,3. Miércoles
VERSALLES,Wednesday,3,0,3. Miércoles
VERSALLES,Wednesday,4,0,3. Miércoles
VERSALLES,Wednesday,5,0,3. Miércoles
VERSALLES,Wednesday,6,0,3. Miércoles
VERSALLES,Wednesday,7,0,3. Miércoles
VERSALLES,Wednesday,8,0,3. Miércoles
VERSALLES,Wednesday,9,5,3. Miércoles
VERSALLES,Wednesday,10,2,3. Miércoles
VERSALLES,Wednesday,11,3,3. Miércoles
VERSALLES,Wednesday,12,9,3. Miércoles
VERSALLES,Wednesday,13,1,3. Miércoles
VERSALLES,Wednesday,14,3,3. Miércoles
VERSALLES,Wednesday,15,8,3. Miércoles
VERSALLES,Wednesday,16,2,3. Miércoles
VERSALLES,Wednesday,17,7,3. Miércoles
VERSALLES,Wednesday,18,9,3. Miércoles
VERSALLES,Wednesday,19,4,3. Miércoles
VERSALLES,Wednesday,20,3,3. Miércoles
VERSALLES,Wednesday,21,4,3. Miércoles
VERSALLES,Wednesday,22,0,3. Miércoles
VERSALLES,Wednesday,23,8,3. Miércoles
SAN NICOLAS,Friday,0,2,5. Viernes
SAN NICOLAS,Friday,1,3,5. Viernes
SAN NICOLAS,Friday,2,0,5. Viernes
SAN NICOLAS,Friday,3,0,5. Viernes
SAN NICOLAS,Friday,4,0,5. Viernes
SAN NICOLAS,Friday,5,1,5. Viernes
SAN NICOLAS,Friday,6,1,5. Viernes
SAN NICOLAS,Friday,7,0,5. Viernes
SAN NICOLAS,Friday,8,3,5. Viernes
SAN NICOLAS,Friday,9,9,5. Viernes
SAN NICOLAS,Friday,10,3,5. Viernes
SAN NICOLAS,Friday,11,11,5. Viernes
SAN NICOLAS,Friday,12,15,5. Viernes
SAN NICOLAS,Friday,13,23,5. Viernes
SAN NICOLAS,Friday,14,15,5. Viernes
SAN NICOLAS,Friday,15,12,5. Viernes
SAN NICOLAS,Friday,16,4,5. Viernes
SAN NICOLAS,Friday,17,5,5. Viernes
SAN NICOLAS,Friday,18,13,5. Viernes
SAN NICOLAS,Friday,19,3,5. Viernes
SAN NICOLAS,Friday,20,4,5. Viernes
SAN NICOLAS,Friday,21,6,5. Viernes
SAN NICOLAS,Friday,22,5,5. Viernes
SAN NICOLAS,Friday,23,6,5. Viernes
SAN NICOLAS,Monday,0,2,1. Lunes
SAN NICOLAS,Monday,1,0,1. Lunes
SAN NICOLAS,Monday,2,0,1. Lunes
SAN NICOLAS,Monday,3,0,1. Lunes
SAN NICOLAS,Monday,4,0,1. Lunes
SAN NICOLAS,Monday,5,0,1. Lunes
SAN NICOLAS,Monday,6,0,1. Lunes
SAN NICOLAS,Monday,7,3,1. Lunes
SAN NICOLAS,Monday,8,1,1. Lunes
SAN NICOLAS,Monday,9,1,1. Lunes
SAN NICOLAS,Monday,10,7,1. Lunes
SAN NICOLAS,Monday,11,12,1. Lunes
SAN NICOLAS,Monday,12,12,1. Lunes
SAN NICOLAS,Monday,13,12,1. Lunes
SAN NICOLAS,Monday,14,13,1. Lunes
SAN NICOLAS,Monday,15,15,1. Lunes
SAN NICOLAS,Monday,16,7,1. Lunes
SAN NICOLAS,Monday,17,12,1. Lunes
SAN NICOLAS,Monday,18,4,1. Lunes
SAN NICOLAS,Monday,19,3,1. Lunes
SAN NICOLAS,Monday,20,5,1. Lunes
SAN NICOLAS,Monday,21,3,1. Lunes
SAN NICOLAS,Monday,22,0,1. Lunes
SAN NICOLAS,Monday,23,4,1. Lunes
SAN NICOLAS,Tuesday,0,0,2. Martes
SAN NICOLAS,Tuesday,1,1,2. Martes
SAN NICOLAS,Tuesday,2,0,2. Martes
SAN NICOLAS,Tuesday,3,0,2. Martes
SAN NICOLAS,Tuesday,4,0,2. Martes
SAN NICOLAS,Tuesday,5,0,2. Martes
SAN NICOLAS,Tuesday,6,0,2. Martes
SAN NICOLAS,Tuesday,7,0,2. Martes
SAN NICOLAS,Tuesday,8,2,2. Martes
SAN NICOLAS,Tuesday,9,8,2. Martes
SAN NICOLAS,Tuesday,10,11,2. Martes
SAN NICOLAS,Tuesday,11,10,2. Martes
SAN NICOLAS,Tuesday,12,10,2. Martes
SAN NICOLAS,Tuesday,13,19,2. Martes
SAN NICOLAS,Tuesday,14,19,2. Martes
SAN NICOLAS,Tuesday,15,10,2. Martes
SAN NICOLAS,Tuesday,16,12,2. Martes
SAN NICOLAS,Tuesday,17,13,2. Martes
SAN NICOLAS,Tuesday,18,12,2. Martes
SAN NICOLAS,Tuesday,19,4,2. Martes
SAN NICOLAS,Tuesday,20,3,2. Martes
SAN NICOLAS,Tuesday,21,2,2. Martes
SAN NICOLAS,Tuesday,22,4,2. Martes
SAN NICOLAS,Tuesday,23,3,2. Martes
SAN NICOLAS,Saturday,0,0,6. Sabado
SAN NICOLAS,Saturday,1,1,6. Sabado
SAN NICOLAS,Saturday,2,0,6. Sabado
SAN NICOLAS,Saturday,3,0,6. Sabado
SAN NICOLAS,Saturday,4,0,6. Sabado
SAN NICOLAS,Saturday,5,0,6. Sabado
SAN NICOLAS,Saturday,6,1,6. Sabado
SAN NICOLAS,Saturday,7,1,6. Sabado
SAN NICOLAS,Saturday,8,2,6. Sabado
SAN NICOLAS,Saturday,9,3,6. Sabado
SAN NICOLAS,Saturday,10,3,6. Sabado
SAN NICOLAS,Saturday,11,3,6. Sabado
SAN NICOLAS,Saturday,12,6,6. Sabado
SAN NICOLAS,Saturday,13,3,6. Sabado
SAN NICOLAS,Saturday,14,5,6. Sabado
SAN NICOLAS,Saturday,15,3,6. Sabado
SAN NICOLAS,Saturday,16,1,6. Sabado
SAN NICOLAS,Saturday,17,7,6. Sabado
SAN NICOLAS,Saturday,18,4,6. Sabado
SAN NICOLAS,Saturday,19,2,6. Sabado
SAN NICOLAS,Saturday,20,5,6. Sabado
SAN NICOLAS,Saturday,21,2,6. Sabado
SAN NICOLAS,Saturday,22,3,6. Sabado
SAN NICOLAS,Saturday,23,6,6. Sabado
SAN NICOLAS,Thursday,0,3,4. Jueves
SAN NICOLAS,Thursday,1,0,4. Jueves
SAN NICOLAS,Thursday,2,0,4. Jueves
SAN NICOLAS,Thursday,3,0,4. Jueves
SAN NICOLAS,Thursday,4,0,4. Jueves
SAN NICOLAS,Thursday,5,0,4. Jueves
SAN NICOLAS,Thursday,6,0,4. Jueves
SAN NICOLAS,Thursday,7,1,4. Jueves
SAN NICOLAS,Thursday,8,2,4. Jueves
SAN NICOLAS,Thursday,9,13,4. Jueves
SAN NICOLAS,Thursday,10,6,4. Jueves
SAN NICOLAS,Thursday,11,12,4. Jueves
SAN NICOLAS,Thursday,12,11,4. Jueves
SAN NICOLAS,Thursday,13,18,4. Jueves
SAN NICOLAS,Thursday,14,8,4. Jueves
SAN NICOLAS,Thursday,15,11,4. Jueves
SAN NICOLAS,Thursday,16,17,4. Jueves
SAN NICOLAS,Thursday,17,11,4. Jueves
SAN NICOLAS,Thursday,18,9,4. Jueves
SAN NICOLAS,Thursday,19,9,4. Jueves
SAN NICOLAS,Thursday,20,9,4. Jueves
SAN NICOLAS,Thursday,21,3,4. Jueves
SAN NICOLAS,Thursday,22,2,4. Jueves
SAN NICOLAS,Thursday,23,3,4. Jueves
SAN NICOLAS,Sunday,0,2,7. Domingo
SAN NICOLAS,Sunday,1,5,7. Domingo
SAN NICOLAS,Sunday,2,0,7. Domingo
SAN NICOLAS,Sunday,3,0,7. Domingo
SAN NICOLAS,Sunday,4,0,7. Domingo
SAN NICOLAS,Sunday,5,0,7. Domingo
SAN NICOLAS,Sunday,6,1,7. Domingo
SAN NICOLAS,Sunday,7,0,7. Domingo
SAN NICOLAS,Sunday,8,1,7. Domingo
SAN NICOLAS,Sunday,9,0,7. Domingo
SAN NICOLAS,Sunday,10,2,7. Domingo
SAN NICOLAS,Sunday,11,2,7. Domingo
SAN NICOLAS,Sunday,12,2,7. Domingo
SAN NICOLAS,Sunday,13,4,7. Domingo
SAN NICOLAS,Sunday,14,3,7. Domingo
SAN NICOLAS,Sunday,15,4,7. Domingo
SAN NICOLAS,Sunday,16,5,7. Domingo
SAN NICOLAS,Sunday,17,5,7. Domingo
SAN NICOLAS,Sunday,18,7,7. Domingo
SAN NICOLAS,Sunday,19,0,7. Domingo
SAN NICOLAS,Sunday,20,3,7. Domingo
SAN NICOLAS,Sunday,21,5,7. Domingo
SAN NICOLAS,Sunday,22,2,7. Domingo
SAN NICOLAS,Sunday,23,4,7. Domingo
SAN NICOLAS,Wednesday,0,2,3. Miércoles
SAN NICOLAS,Wednesday,1,8,3. Miércoles
SAN NICOLAS,Wednesday,2,0,3. Miércoles
SAN NICOLAS,Wednesday,3,0,3. Miércoles
SAN NICOLAS,Wednesday,4,0,3. Miércoles
SAN NICOLAS,Wednesday,5,0,3. Miércoles
SAN NICOLAS,Wednesday,6,0,3. Miércoles
SAN NICOLAS,Wednesday,7,0,3. Miércoles
SAN NICOLAS,Wednesday,8,4,3. Miércoles
SAN NICOLAS,Wednesday,9,15,3. Miércoles
SAN NICOLAS,Wednesday,10,9,3. Miércoles
SAN NICOLAS,Wednesday,11,12,3. Miércoles
SAN NICOLAS,Wednesday,12,12,3. Miércoles
SAN NICOLAS,Wednesday,13,22,3. Miércoles
SAN NICOLAS,Wednesday,14,23,3. Miércoles
SAN NICOLAS,Wednesday,15,9,3. Miércoles
SAN NICOLAS,Wednesday,16,8,3. Miércoles
SAN NICOLAS,Wednesday,17,20,3. Miércoles
SAN NICOLAS,Wednesday,18,9,3. Miércoles
SAN NICOLAS,Wednesday,19,1,3. Miércoles
SAN NICOLAS,Wednesday,20,1,3. Miércoles
SAN NICOLAS,Wednesday,21,4,3. Miércoles
SAN NICOLAS,Wednesday,22,5,3. Miércoles
SAN NICOLAS,Wednesday,23,0,3. Miércoles
FLORESTA,Friday,0,4,5. Viernes
FLORESTA,Friday,1,2,5. Viernes
FLORESTA,Friday,2,3,5. Viernes
FLORESTA,Friday,3,3,5. Viernes
FLORESTA,Friday,4,0,5. Viernes
FLORESTA,Friday,5,0,5. Viernes
FLORESTA,Friday,6,0,5. Viernes
FLORESTA,Friday,7,4,5. Viernes
FLORESTA,Friday,8,17,5. Viernes
FLORESTA,Friday,9,45,5. Viernes
FLORESTA,Friday,10,48,5. Viernes
FLORESTA,Friday,11,51,5. Viernes
FLORESTA,Friday,12,75,5. Viernes
FLORESTA,Friday,13,29,5. Viernes
FLORESTA,Friday,14,51,5. Viernes
FLORESTA,Friday,15,29,5. Viernes
FLORESTA,Friday,16,41,5. Viernes
FLORESTA,Friday,17,21,5. Viernes
FLORESTA,Friday,18,13,5. Viernes
FLORESTA,Friday,19,7,5. Viernes
FLORESTA,Friday,20,9,5. Viernes
FLORESTA,Friday,21,8,5. Viernes
FLORESTA,Friday,22,7,5. Viernes
FLORESTA,Friday,23,7,5. Viernes
FLORESTA,Monday,0,4,1. Lunes
FLORESTA,Monday,1,0,1. Lunes
FLORESTA,Monday,2,2,1. Lunes
FLORESTA,Monday,3,0,1. Lunes
FLORESTA,Monday,4,0,1. Lunes
FLORESTA,Monday,5,0,1. Lunes
FLORESTA,Monday,6,0,1. Lunes
FLORESTA,Monday,7,2,1. Lunes
FLORESTA,Monday,8,7,1. Lunes
FLORESTA,Monday,9,27,1. Lunes
FLORESTA,Monday,10,38,1. Lunes
FLORESTA,Monday,11,39,1. Lunes
FLORESTA,Monday,12,63,1. Lunes
FLORESTA,Monday,13,58,1. Lunes
FLORESTA,Monday,14,46,1. Lunes
FLORESTA,Monday,15,42,1. Lunes
FLORESTA,Monday,16,39,1. Lunes
FLORESTA,Monday,17,26,1. Lunes
FLORESTA,Monday,18,14,1. Lunes
FLORESTA,Monday,19,13,1. Lunes
FLORESTA,Monday,20,15,1. Lunes
FLORESTA,Monday,21,5,1. Lunes
FLORESTA,Monday,22,5,1. Lunes
FLORESTA,Monday,23,6,1. Lunes
FLORESTA,Tuesday,0,5,2. Martes
FLORESTA,Tuesday,1,3,2. Martes
FLORESTA,Tuesday,2,0,2. Martes
FLORESTA,Tuesday,3,1,2. Martes
FLORESTA,Tuesday,4,0,2. Martes
FLORESTA,Tuesday,5,1,2. Martes
FLORESTA,Tuesday,6,2,2. Martes
FLORESTA,Tuesday,7,5,2. Martes
FLORESTA,Tuesday,8,11,2. Martes
FLORESTA,Tuesday,9,28,2. Martes
FLORESTA,Tuesday,10,38,2. Martes
FLORESTA,Tuesday,11,24,2. Martes
FLORESTA,Tuesday,12,72,2. Martes
FLORESTA,Tuesday,13,57,2. Martes
FLORESTA,Tuesday,14,51,2. Martes
FLORESTA,Tuesday,15,42,2. Martes
FLORESTA,Tuesday,16,43,2. Martes
FLORESTA,Tuesday,17,29,2. Martes
FLORESTA,Tuesday,18,26,2. Martes
FLORESTA,Tuesday,19,14,2. Martes
FLORESTA,Tuesday,20,12,2. Martes
FLORESTA,Tuesday,21,9,2. Martes
FLORESTA,Tuesday,22,4,2. Martes
FLORESTA,Tuesday,23,6,2. Martes
FLORESTA,Saturday,0,3,6. Sabado
FLORESTA,Saturday,1,1,6. Sabado
FLORESTA,Saturday,2,4,6. Sabado
FLORESTA,Saturday,3,2,6. Sabado
FLORESTA,Saturday,4,0,6. Sabado
FLORESTA,Saturday,5,1,6. Sabado
FLORESTA,Saturday,6,2,6. Sabado
FLORESTA,Saturday,7,1,6. Sabado
FLORESTA,Saturday,8,10,6. Sabado
FLORESTA,Saturday,9,13,6. Sabado
FLORESTA,Saturday,10,44,6. Sabado
FLORESTA,Saturday,11,45,6. Sabado
FLORESTA,Saturday,12,65,6. Sabado
FLORESTA,Saturday,13,75,6. Sabado
FLORESTA,Saturday,14,40,6. Sabado
FLORESTA,Saturday,15,14,6. Sabado
FLORESTA,Saturday,16,8,6. Sabado
FLORESTA,Saturday,17,4,6. Sabado
FLORESTA,Saturday,18,9,6. Sabado
FLORESTA,Saturday,19,9,6. Sabado
FLORESTA,Saturday,20,15,6. Sabado
FLORESTA,Saturday,21,5,6. Sabado
FLORESTA,Saturday,22,10,6. Sabado
FLORESTA,Saturday,23,9,6. Sabado
FLORESTA,Thursday,0,4,4. Jueves
FLORESTA,Thursday,1,4,4. Jueves
FLORESTA,Thursday,2,1,4. Jueves
FLORESTA,Thursday,3,0,4. Jueves
FLORESTA,Thursday,4,0,4. Jueves
FLORESTA,Thursday,5,0,4. Jueves
FLORESTA,Thursday,6,0,4. Jueves
FLORESTA,Thursday,7,2,4. Jueves
FLORESTA,Thursday,8,14,4. Jueves
FLORESTA,Thursday,9,58,4. Jueves
FLORESTA,Thursday,10,63,4. Jueves
FLORESTA,Thursday,11,44,4. Jueves
FLORESTA,Thursday,12,76,4. Jueves
FLORESTA,Thursday,13,65,4. Jueves
FLORESTA,Thursday,14,42,4. Jueves
FLORESTA,Thursday,15,37,4. Jueves
FLORESTA,Thursday,16,23,4. Jueves
FLORESTA,Thursday,17,19,4. Jueves
FLORESTA,Thursday,18,17,4. Jueves
FLORESTA,Thursday,19,14,4. Jueves
FLORESTA,Thursday,20,4,4. Jueves
FLORESTA,Thursday,21,4,4. Jueves
FLORESTA,Thursday,22,7,4. Jueves
FLORESTA,Thursday,23,5,4. Jueves
FLORESTA,Sunday,0,3,7. Domingo
FLORESTA,Sunday,1,3,7. Domingo
FLORESTA,Sunday,2,3,7. Domingo
FLORESTA,Sunday,3,0,7. Domingo
FLORESTA,Sunday,4,0,7. Domingo
FLORESTA,Sunday,5,0,7. Domingo
FLORESTA,Sunday,6,0,7. Domingo
FLORESTA,Sunday,7,0,7. Domingo
FLORESTA,Sunday,8,2,7. Domingo
FLORESTA,Sunday,9,6,7. Domingo
FLORESTA,Sunday,10,1,7. Domingo
FLORESTA,Sunday,11,7,7. Domingo
FLORESTA,Sunday,12,18,7. Domingo
FLORESTA,Sunday,13,10,7. Domingo
FLORESTA,Sunday,14,6,7. Domingo
FLORESTA,Sunday,15,12,7. Domingo
FLORESTA,Sunday,16,8,7. Domingo
FLORESTA,Sunday,17,20,7. Domingo
FLORESTA,Sunday,18,23,7. Domingo
FLORESTA,Sunday,19,20,7. Domingo
FLORESTA,Sunday,20,10,7. Domingo
FLORESTA,Sunday,21,9,7. Domingo
FLORESTA,Sunday,22,7,7. Domingo
FLORESTA,Sunday,23,10,7. Domingo
FLORESTA,Wednesday,0,9,3. Miércoles
FLORESTA,Wednesday,1,3,3. Miércoles
FLORESTA,Wednesday,2,1,3. Miércoles
FLORESTA,Wednesday,3,0,3. Miércoles
FLORESTA,Wednesday,4,0,3. Miércoles
FLORESTA,Wednesday,5,0,3. Miércoles
FLORESTA,Wednesday,6,1,3. Miércoles
FLORESTA,Wednesday,7,3,3. Miércoles
FLORESTA,Wednesday,8,21,3. Miércoles
FLORESTA,Wednesday,9,49,3. Miércoles
FLORESTA,Wednesday,10,47,3. Miércoles
FLORESTA,Wednesday,11,44,3. Miércoles
FLORESTA,Wednesday,12,68,3. Miércoles
FLORESTA,Wednesday,13,57,3. Miércoles
FLORESTA,Wednesday,14,61,3. Miércoles
FLORESTA,Wednesday,15,58,3. Miércoles
FLORESTA,Wednesday,16,51,3. Miércoles
FLORESTA,Wednesday,17,29,3. Miércoles
FLORESTA,Wednesday,18,19,3. Miércoles
FLORESTA,Wednesday,19,16,3. Miércoles
FLORESTA,Wednesday,20,13,3. Miércoles
FLORESTA,Wednesday,21,5,3. Miércoles
FLORESTA,Wednesday,22,10,3. Miércoles
FLORESTA,Wednesday,23,5,3. Miércoles
PATERNAL,Friday,0,1,5. Viernes
PATERNAL,Friday,1,8,5. Viernes
PATERNAL,Friday,2,0,5. Viernes
PATERNAL,Friday,3,0,5. Viernes
PATERNAL,Friday,4,2,5. Viernes
PATERNAL,Friday,5,1,5. Viernes
PATERNAL,Friday,6,0,5. Viernes
PATERNAL,Friday,7,1,5. Viernes
PATERNAL,Friday,8,11,5. Viernes
PATERNAL,Friday,9,12,5. Viernes
PATERNAL,Friday,10,13,5. Viernes
PATERNAL,Friday,11,12,5. Viernes
PATERNAL,Friday,12,14,5. Viernes
PATERNAL,Friday,13,24,5. Viernes
PATERNAL,Friday,14,11,5. Viernes
PATERNAL,Friday,15,16,5. Viernes
PATERNAL,Friday,16,24,5. Viernes
PATERNAL,Friday,17,14,5. Viernes
PATERNAL,Friday,18,7,5. Viernes
PATERNAL,Friday,19,7,5. Viernes
PATERNAL,Friday,20,5,5. Viernes
PATERNAL,Friday,21,6,5. Viernes
PATERNAL,Friday,22,2,5. Viernes
PATERNAL,Friday,23,4,5. Viernes
PATERNAL,Monday,0,2,1. Lunes
PATERNAL,Monday,1,2,1. Lunes
PATERNAL,Monday,2,0,1. Lunes
PATERNAL,Monday,3,0,1. Lunes
PATERNAL,Monday,4,0,1. Lunes
PATERNAL,Monday,5,0,1. Lunes
PATERNAL,Monday,6,0,1. Lunes
PATERNAL,Monday,7,1,1. Lunes
PATERNAL,Monday,8,10,1. Lunes
PATERNAL,Monday,9,10,1. Lunes
PATERNAL,Monday,10,16,1. Lunes
PATERNAL,Monday,11,18,1. Lunes
PATERNAL,Monday,12,21,1. Lunes
PATERNAL,Monday,13,14,1. Lunes
PATERNAL,Monday,14,9,1. Lunes
PATERNAL,Monday,15,26,1. Lunes
PATERNAL,Monday,16,18,1. Lunes
PATERNAL,Monday,17,5,1. Lunes
PATERNAL,Monday,18,5,1. Lunes
PATERNAL,Monday,19,2,1. Lunes
PATERNAL,Monday,20,3,1. Lunes
PATERNAL,Monday,21,3,1. Lunes
PATERNAL,Monday,22,0,1. Lunes
PATERNAL,Monday,23,9,1. Lunes
PATERNAL,Tuesday,0,5,2. Martes
PATERNAL,Tuesday,1,5,2. Martes
PATERNAL,Tuesday,2,0,2. Martes
PATERNAL,Tuesday,3,0,2. Martes
PATERNAL,Tuesday,4,0,2. Martes
PATERNAL,Tuesday,5,0,2. Martes
PATERNAL,Tuesday,6,0,2. Martes
PATERNAL,Tuesday,7,0,2. Martes
PATERNAL,Tuesday,8,8,2. Martes
PATERNAL,Tuesday,9,7,2. Martes
PATERNAL,Tuesday,10,4,2. Martes
PATERNAL,Tuesday,11,6,2. Martes
PATERNAL,Tuesday,12,15,2. Martes
PATERNAL,Tuesday,13,17,2. Martes
PATERNAL,Tuesday,14,8,2. Martes
PATERNAL,Tuesday,15,13,2. Martes
PATERNAL,Tuesday,16,13,2. Martes
PATERNAL,Tuesday,17,13,2. Martes
PATERNAL,Tuesday,18,13,2. Martes
PATERNAL,Tuesday,19,6,2. Martes
PATERNAL,Tuesday,20,1,2. Martes
PATERNAL,Tuesday,21,4,2. Martes
PATERNAL,Tuesday,22,9,2. Martes
PATERNAL,Tuesday,23,11,2. Martes
PATERNAL,Saturday,0,2,6. Sabado
PATERNAL,Saturday,1,2,6. Sabado
PATERNAL,Saturday,2,0,6. Sabado
PATERNAL,Saturday,3,0,6. Sabado
